id,calories,proteins,fat,carbohydrate,name,kategori
1,280.0,9.2,28.4,0.0,Abon,bahan pangan
2,513.0,23.7,37.0,21.3,Abon haruwan,bahan pangan
3,0.0,0.0,0.2,0.0,Agar-agar,bahan pangan
4,45.0,1.1,0.4,10.8,Akar tonjong segar,bahan pangan
5,37.0,4.4,0.5,3.8,Aletoge segar,bahan pangan
6,85.0,0.9,6.5,7.7,Alpukat segar,bahan pangan
7,96.0,3.7,0.6,19.1,Ampas kacang hijau,bahan pangan
8,414.0,26.6,18.3,41.3,Ampas Tahu,bahan pangan
9,75.0,4.1,2.1,10.7,Ampas tahu kukus,bahan pangan
10,67.0,5.0,2.1,8.1,Ampas tahu mentah,bahan pangan
11,184.0,18.8,14.0,0.0,Anak sapi daging gemuk segar,lauk
12,174.0,19.6,10.0,0.0,Anak sapi daging kurus segar,lauk
13,190.0,19.1,12.0,0.0,Anak sapi daging sedang segar,lauk
14,99.0,4.6,1.0,18.0,Andaliman segar,bahan pangan
15,25.0,1.6,0.2,5.3,Andewi,bahan pangan
16,30.0,0.5,0.2,6.8,Anggur hutan segar,bahan pangan
17,354.0,16.4,31.5,0.0,Angsa,bahan pangan
18,126.0,3.4,7.9,10.3,Anyang sayur,sayur
19,58.0,0.3,0.4,14.9,Apel,buah
20,57.0,0.5,0.4,12.8,Apel malang segar,buah
21,37.0,0.8,0.5,8.3,Arbei,bahan pangan
22,113.0,0.9,7.2,11.2,Ares sayur,sayur
23,102.0,1.0,0.2,24.1,Arrowroot segar,bahan pangan
24,277.0,2.4,25.0,10.7,Arwan sirsir,bahan pangan
25,75.0,0.2,1.1,16.1,Asam kandis segar,bahan pangan
26,239.0,2.8,0.6,62.5,Asam masak di pohon,bahan pangan
27,135.0,0.8,0.4,32.1,Asam payak segar,bahan pangan
28,261.0,0.9,1.6,63.3,Asan kandis kering,bahan pangan
29,98.0,3.9,2.6,14.8,Asinan Bogor sayuran,sayur
30,302.0,18.2,25.0,0.0,Ayam,lauk
31,297.0,35.9,15.2,1.6,Ayam  goreng Kentuckysayap,lauk
32,270.0,32.3,11.2,9.9,Ayam ampela goreng,lauk
33,75.0,13.8,1.9,0.7,Ayam dideh/darah segar,lauk
34,295.0,34.0,16.0,1.5,Ayam goreng church texa sayap,lauk
35,338.0,35.2,20.6,0.4,Ayam goreng church texas dada,lauk
36,275.0,37.4,12.2,1.3,Ayam goreng kalasan paha,lauk
37,298.0,34.2,16.8,0.1,Ayam goreng kentucky dada,lauk
38,286.0,32.1,16.1,1.1,Ayam goreng Kentucky paha,lauk
39,295.0,39.2,13.6,1.0,Ayam goreng mbok berek dada,lauk
40,287.0,31.0,15.7,1.7,Ayam goreng paha,lauk
41,246.0,37.9,9.0,0.7,Ayam goreng pasundan dada,lauk
42,245.0,33.1,11.4,0.3,Ayam goreng pasundan paha,lauk
43,295.0,37.4,14.7,0.6,Ayam goreng pioneer dada,lauk
44,244.0,36.7,9.2,1.0,Ayam goreng sukabumi dada,lauk
45,283.0,35.7,14.3,0.5,Ayam goreng sukabumi paha,lauk
46,261.0,27.4,16.1,1.6,Ayam hati segar,lauk
47,264.0,18.2,20.1,2.7,Ayam taliwang masakan,lauk
48,473.0,45.2,26.3,13.9,Ayam usus goreng,lauk
49,113.0,17.6,4.2,0.0,Babat,bahan pangan
50,453.0,11.9,45.0,0.0,Babi daging gemuk segar,lauk
51,371.0,14.1,35.0,0.0,Babi daging kurus segar,lauk
52,110.0,16.3,4.6,0.8,Babi ginjal segar,bahan pangan
53,129.0,19.7,4.8,1.7,Babi hati segar,bahan pangan
54,491.0,24.6,16.3,0.2,Babi hutan masak rica masakan,bahan pangan
55,102.9,3.3,2.7,16.3,Bacang,bahan pangan
56,450.0,3.2,13.9,78.1,Bagea kelapa asin,bahan pangan
57,452.0,1.3,13.8,80.6,Bagea kelapa manis,bahan pangan
58,529.0,3.2,29.1,63.6,Bagea kenari asin,bahan pangan
59,523.0,3.2,28.2,64.2,Bagea kenari manis,bahan pangan
60,416.0,6.5,9.4,76.3,Bagea kw 1,bahan pangan
61,382.0,0.3,3.5,87.2,Bagea kw 2,bahan pangan
62,129.0,1.9,6.6,15.6,Baje,bahan pangan
63,272.0,8.7,6.7,44.1,Bakpia kue,bahan pangan
64,76.0,4.1,2.5,9.2,Bakso ,bahan pangan
65,27.0,2.0,0.2,4.2,Bakung segar,bahan pangan
66,280.0,8.2,10.2,39.0,Bakwan,bahan pangan
67,13.0,0.4,0.2,3.0,Baligo,bahan pangan
68,190.0,3.3,0.3,43.5,Bantal,bahan pangan
69,159.0,3.1,5.8,23.5,Barongko,bahan pangan
70,137.0,4.3,4.8,19.1,Batang Tading,bahan pangan
71,107.0,2.2,2.2,19.6,Batar daan,bahan pangan
72,76.0,1.1,0.9,16.0,Batatas gembili segar,bahan pangan
73,110.0,1.4,1.1,23.4,Batatas kelapa ubi bakar,bahan pangan
74,92.0,1.2,0.3,21.0,Batatas kelapa ubi kukus,bahan pangan
75,89.0,1.1,0.1,21.0,Batatas kelapa ubi segar,bahan pangan
76,182.0,2.4,0.4,42.2,Batatas tali ubi rebus,bahan pangan
77,45.0,1.4,0.2,10.3,Bawang Bombay,bahan pangan
78,39.0,1.5,0.3,0.2,Bawang Merah,bahan pangan
79,95.0,4.5,0.2,23.1,Bawang Putih,bahan pangan
80,30.0,1.3,0.7,5.8,Bayam kukus,lauk
81,51.0,4.6,0.5,10.0,Bayam Merah,lauk
82,41.0,2.2,0.8,6.3,Bayam merah segar,lauk
83,23.0,1.2,0.6,3.7,Bayam rebus,lauk
84,36.0,3.5,0.5,6.5,Bayam segar,lauk
85,102.0,3.7,6.7,6.9,Bayam tumis + oncom,lauk
86,48.0,1.4,4.2,2.6,Bayam tumis bersantan,lauk
87,326.0,16.0,28.6,0.0,Bebek (itik),bahan pangan
88,303.0,11.3,27.0,3.7,Bebek alabio daging segar,lauk
89,300.0,24.0,20.7,4.5,Bebek daging goreng,lauk
90,65.0,1.1,5.2,3.5,Beberuk,bahan pangan
91,258.0,10.6,9.5,32.5,Beef burger,bahan pangan
92,151.0,8.6,3.1,22.3,Beef teriyaki masakan,bahan pangan
93,132.0,9.8,1.1,20.7,Beef yakiniku masakan,bahan pangan
94,116.0,11.9,4.9,6.1,Bekasam,bahan pangan
95,78.0,11.4,2.0,3.6,Bekasang,bahan pangan
96,131.0,20.2,4.3,2.8,Belibis daging segar,lauk
97,36.0,0.4,0.4,8.8,Belimbing,bahan pangan
98,145.0,1.2,0.4,34.2,Belitung talas kukus,bahan pangan
99,417.0,25.9,19.4,32.0,Belut goreng,bahan pangan
100,70.0,14.6,0.8,1.0,Belut segar,bahan pangan
101,93.0,12.8,1.5,6.1,Belutlaut segar,bahan pangan
102,55.0,1.4,0.2,12.8,Bengkuang,bahan pangan
103,98.0,1.6,0.7,20.9,Bentul (Komba)  talas segar,bahan pangan
104,71.0,2.3,0.3,15.4,Bentul talas kukus,bahan pangan
105,350.0,2.7,1.1,82.3,Beras Cerdas,bahan pokok
106,364.0,3.4,0.7,86.3,Beras ganyong,bahan pokok
107,360.0,6.8,0.7,78.9,Beras Giling,bahan pokok
108,178.0,2.1,0.1,40.6,Beras Giling masak (nasi) ,bahan pokok
109,357.0,8.4,1.7,77.1,Beras giling mentah,bahan pokok
110,369.0,9.5,1.4,77.1,Beras giling var pelita mentah,bahan pokok
111,357.0,8.4,1.7,77.1,Beras giling var rojolele mentah,bahan pokok
112,351.0,8.0,1.3,76.9,Beras hitam mentah,bahan pokok
113,358.0,5.5,0.1,82.7,Beras jagung kuning kering mentah,bahan pokok
114,307.0,4.8,0.1,71.8,Beras jagung putih kering mentah,bahan pokok
115,356.0,7.0,0.7,78.0,Beras Ketan Hitam,bahan pokok
116,181.0,4.0,1.2,37.3,Beras Ketan Hitam kukus,bahan pokok
117,166.0,3.8,1.0,34.4,Beras Ketan Hitam tape,bahan pokok
118,360.0,8.0,2.3,74.5,Beras Ketan Hitam tumbuk,bahan pokok
119,360.0,8.0,2.3,74.5,Beras ketan hitam tumbuk mentah,bahan pokok
120,362.0,6.7,0.7,79.4,Beras Ketan Putih,bahan pokok
121,163.0,3.0,0.4,35.7,Beras Ketan Putih kukus,bahan pokok
122,172.0,3.0,0.5,37.5,Beras Ketan Putih tape,bahan pokok
123,361.0,7.4,0.8,78.4,Beras Ketan Putih tumbuk,bahan pokok
124,361.0,7.4,0.8,78.4,Beras ketan putih tumbuk mentah,bahan pokok
125,376.0,7.5,3.8,78.0,Beras ladang mentah,bahan pokok
126,339.0,7.7,4.4,73.0,Beras Menir,bahan pokok
127,362.0,7.7,4.4,73.0,Beras menir mentah,bahan pokok
128,359.0,7.5,0.9,77.6,Beras Merah tumbuk,bahan pokok
129,364.0,6.8,0.6,80.1,Beras Parboiled,bahan pokok
130,353.0,6.8,0.6,80.0,Beras parboiled,bahan pokok
131,335.0,7.4,1.9,76.2,Beras Pecah Kulit,bahan pokok
132,363.0,7.6,1.1,78.3,Beras Setengah Giling,bahan pokok
133,344.0,1.1,0.2,28.3,Beras Siger,bahan pokok
134,354.0,7.8,0.4,79.9,Beras tumbuk mentah,bahan pokok
135,352.0,7.3,0.9,76.2,Beras tumbuk merah mentah,bahan pokok
136,145.0,16.3,7.0,4.1,Betok wadi masakan,bahan pangan
137,360.0,4.7,0.1,82.1,Bihun,bahan pangan
138,154.0,3.0,4.5,25.5,Bihun Goreng ,bahan pangan
139,381.0,6.1,3.9,80.3,Bihun goreng instan,bahan pangan
140,354.0,0.5,0.3,87.4,Bihun Jagung mentah,bahan pangan
141,348.0,4.7,0.1,82.1,Bihun mentah,bahan pangan
142,562.0,21.2,49.6,23.6,Biji Jambu Mete,bahan pangan
143,629.0,21.5,56.6,19.8,Biji Jambu Mete goreng,bahan pangan
144,262.0,2.3,5.4,51.1,Biji nangka/Biji salak,bahan pangan
145,199.0,2.1,1.5,44.4,Bika ambon,bahan pangan
146,225.7,3.0,0.3,52.9,Bika Ambon ,bahan pangan
147,48.0,0.6,0.0,4.4,Bir (4% alkohol),bahan pangan
148,458.0,6.9,14.4,75.1,Biskuit,bahan pangan
149,42.0,1.6,0.1,9.6,Bit,bahan pangan
150,51.0,0.3,0.1,12.1,Biwah segar,bahan pangan
151,43.0,2.6,0.0,11.6,Bonggol Pisang,buah
152,245.0,3.4,0.0,66.2,Bonggol Pisang kering,buah
153,119.0,4.4,3.5,18.3,Bongkrek (tempe bungkil),bahan pangan
154,23.0,1.0,0.8,7.2,Boros Kunci,bahan pangan
155,22.0,1.0,0.3,4.7,Boros Laja (lengkuas),bahan pangan
156,186.0,11.7,9.7,13.0,Botok lamtoro,bahan pangan
157,249.0,3.4,0.4,58.0,Brem,bahan pangan
158,400.0,4.0,0.7,95.3,Brondong ,bahan pangan
159,141.0,15.3,3.3,12.6,Brongkos,bahan pangan
160,23.0,0.8,0.2,5.2,Buah Atung,buah
161,110.0,1.4,2.1,21.4,Buah kelenting segar,buah
162,38.0,1.5,0.2,7.5,Buah kelor,buah
163,264.0,4.0,1.1,59.6,Buah kom segar,buah
164,39.0,0.7,0.2,9.7,Buah Mentega (bisbul),buah
165,87.0,2.6,2.7,13.1,Buah merah,buah
166,71.0,1.7,3.1,9.1,Buah Naga Merah segar,buah
167,56.0,0.8,1.0,10.9,Buah Naga Putih segar,buah
168,55.0,1.2,0.1,12.2,Buah negri segar,buah
169,101.0,1.7,0.6,25.2,Buah Nona,buah
170,78.0,0.6,0.3,18.2,Buah rotan segar,buah
171,113.0,0.8,0.3,26.8,Buah rukam segar,buah
172,29.0,2.1,0.7,3.6,Buah ruruhi segar,buah
173,67.0,0.4,0.2,15.9,Buah tuppa segar,buah
174,365.0,49.6,4.8,30.8,Buaya daging dendeng mentah,lauk
175,60.0,1.0,60.0,13.0,Bubur ,bahan pangan
176,167.0,0.2,4.0,33.0,Bubur sagu,bahan pangan
177,156.0,2.3,0.2,15.6,Bubur tinotuan (Manado),bahan pangan
178,72.0,11.4,4.9,1.4,Bulgogi masakan,bahan pangan
179,212.0,16.9,0.2,47.6,Bulung Jajan,bahan pangan
180,237.0,14.7,0.2,56.0,Bulung Sangu,bahan pangan
181,35.0,2.4,0.2,7.7,Buncis,bahan pangan
182,60.0,5.1,0.5,8.5,Buncis asam,bahan pangan
183,30.0,2.2,0.2,6.4,Buncis rebus,bahan pangan
184,45.0,2.6,0.3,8.1,Bunga pepaya segar,bahan pangan
185,42.0,2.0,1.1,6.1,Bunga turi segar,bahan pangan
186,333.0,29.3,3.3,50.0,Bungkil Biji Karet,bahan pangan
187,336.0,37.4,13.0,30.5,Bungkil Kacang Tanah,bahan pangan
188,368.0,23.0,15.0,40.0,Bungkil Kelapa,bahan pangan
189,106.0,4.4,6.3,7.9,Buntil ,bahan pangan
190,141.0,4.4,10.2,8.0,Buntil daun talas,bahan pangan
191,125.7,3.3,1.9,23.9,Buras ,bahan pangan
192,281.0,37.5,0.3,32.1,Burung sarang segar,bahan pangan
193,38.0,1.6,0.8,6.3,Cabai gembor merah segar,bahan pangan
194,26.0,0.7,0.3,5.2,Cabai hijau segar,bahan pangan
195,367.0,15.9,6.2,61.8,Cabai merah kering,bahan pangan
196,36.0,1.0,0.3,7.3,Cabai merah segar,bahan pangan
197,120.0,4.7,2.4,19.9,Cabai rawit segar,bahan pangan
198,20.0,1.7,0.4,3.4,Caisin segar,bahan pangan
199,155.0,20.1,3.8,10.2,Cakalang asar (asap papua),bahan pangan
200,323.0,4.9,11.5,50.1,Cake tape,bahan pangan
201,102.0,3.2,6.0,8.7,Cammetutu,bahan pangan
202,366.0,11.0,3.3,73.0,Cantel mentah,bahan pangan
203,97.0,5.8,6.3,4.2,Cap cai sayur,sayur
204,24.0,1.9,0.2,3.7,Carica papaya segar,bahan pangan
205,460.0,0.8,18.7,17.2,Cassavastick,bahan pangan
206,116.0,3.0,0.4,28.6,Cempedak,bahan pangan
207,330.0,5.2,8.9,57.4,Cengkeh kering,bahan pangan
208,332.0,11.0,3.3,73.0,Centel,bahan pangan
209,462.0,1.2,20.7,67.7,Ceriping getuk singkong,bahan pangan
210,168.0,13.0,9.6,7.5,Chicken teriyaki masakan,bahan pangan
211,143.0,9.8,1.4,22.8,Chikiniku masakan,bahan pangan
212,311.0,8.0,4.0,48.9,Coklat bubuk,bahan pangan
213,472.0,2.0,29.8,62.7,Coklat Manis batang,bahan pangan
214,504.0,5.5,52.9,29.2,Coklat Pahit batang,bahan pangan
215,381.0,9.0,35.0,53.6,Coklat Susu batang,bahan pangan
216,210.0,1.6,6.6,35.8,Combro ,bahan pangan
217,241.0,16.0,25.0,0.0,Corned Beef,bahan pangan
218,96.0,6.8,5.9,3.8,Coto mangkasara kuda masakan,bahan pangan
219,84.0,6.0,6.0,1.4,Coto mangkasara sapi masakan,bahan pangan
220,145.0,27.0,2.3,0.0,Cue Selar Kuning,bahan pangan
221,12.0,0.1,0.1,5.0,Cuka,bahan pangan
222,265.0,40.6,10.1,0.0,Cumi-cumi goreng,bahan pangan
223,75.0,16.1,0.7,0.1,Cumi-cumi segar,bahan pangan
224,190.0,19.1,12.0,0.0,Daging Anak Sapi,lauk
225,191.0,32.0,6.0,0.0,Daging Asap,lauk
226,457.0,11.6,45.0,0.0,Daging Babi Gemuk,lauk
227,376.0,14.1,35.0,0.0,Daging Babi Kurus,lauk
228,206.0,17.1,14.8,0.0,Daging Domba,lauk
229,154.0,16.6,9.2,0.0,Daging Kambing,lauk
230,84.0,18.7,0.5,0.0,Daging Kerbau,lauk
231,118.0,18.1,4.1,0.9,Daging Kuda,lauk
232,207.0,18.8,14.0,0.0,Daging Sapi,lauk
233,27.0,1.3,0.6,4.0,Daun bangun-bangun segar,bahan pangan
234,29.0,1.8,0.7,5.2,Daun Bawang,bahan pangan
235,41.0,2.0,0.3,7.8,Daun bawang  merah segar,bahan pangan
236,41.0,2.7,1.0,7.3,Daun bebuas segar,bahan pangan
237,50.0,4.4,1.4,7.8,Daun belem segar,bahan pangan
238,42.0,1.8,0.5,9.4,Daun Beluntas,bahan pangan
239,122.0,6.0,1.0,26.0,Daun Cincau,bahan pangan
240,60.0,3.1,0.3,14.0,Daun Gandaria,bahan pangan
241,58.0,2.9,0.7,10.0,Daun gedi besar segar,bahan pangan
242,30.0,1.3,0.7,5.8,Daun gelang segar,bahan pangan
243,50.0,4.6,0.9,7.0,Daun gunda bali segar,bahan pangan
244,62.0,4.2,0.9,9.2,Daun gunda serang segar,bahan pangan
245,73.0,4.6,0.5,16.2,Daun Jambu Mete muda,bahan pangan
246,34.0,3.8,0.5,5.3,Daun jampang segar,bahan pangan
247,93.0,5.0,1.3,15.3,Daun jawaw seluang segar,bahan pangan
248,27.0,2.1,0.7,4.4,Daun jonghe segar,bahan pangan
249,36.0,2.9,0.6,6.8,Daun kacang ma segar,bahan pangan
250,34.0,4.1,0.4,5.8,Daun Kacang Panjang,bahan pangan
251,40.0,3.7,0.3,8.0,Daun Kacang Panjang kukus,bahan pangan
252,30.0,3.1,0.3,5.8,Daun kacang panjang segar,bahan pangan
253,92.0,4.0,3.6,10.9,Daun kasbi/singkong karet segar,bahan pangan
254,59.0,4.8,1.0,11.0,Daun Katuk,bahan pangan
255,53.0,5.3,0.9,9.1,Daun katuk rebus,bahan pangan
256,59.0,6.4,1.0,9.9,Daun katuk segar,bahan pangan
257,47.0,5.0,0.5,8.5,Daun Kecipir,bahan pangan
258,59.0,2.8,0.3,13.4,Daun Kedondong,bahan pangan
259,82.0,6.7,1.7,14.3,Daun Kelor,bahan pangan
260,61.0,6.1,0.9,10.0,Daun Kelor rebus,bahan pangan
261,46.0,4.0,0.5,8.9,Daun Kemangi,bahan pangan
262,45.0,3.7,0.5,6.6,Daun kenikir segar,bahan pangan
263,48.0,4.5,0.8,9.1,Daun kesum segar,bahan pangan
264,22.0,2.1,0.5,3.6,Daun kol sawi segar,sayur
265,23.0,3.0,0.3,3.7,Daun Koro,bahan pangan
266,51.0,2.5,1.1,8.0,Daun kubis segar,bahan pangan
267,14.0,1.3,0.3,2.3,Daun Kumak,bahan pangan
268,60.0,4.0,0.4,4.7,Daun Labu Siam,bahan pangan
269,30.0,3.6,0.6,4.5,Daun Labu Waluh,bahan pangan
270,87.0,8.3,1.8,14.4,Daun lamtoro segar,bahan pangan
271,76.0,2.8,0.2,15.8,Daun leilem segar,bahan pangan
272,45.0,4.7,0.5,8.1,Daun Leunca,bahan pangan
273,30.0,2.3,0.4,5.8,Daun Lobak,bahan pangan
274,40.0,3.0,0.8,7.4,Daun Lompong Tales,bahan pangan
275,54.0,3.7,0.3,11.8,Daun Mangkokan,bahan pangan
276,71.0,6.8,1.6,11.5,Daun matel ambon segar,bahan pangan
277,99.0,5.0,1.3,21.3,Daun Melinjo,bahan pangan
278,63.0,3.8,1.5,11.5,Daun Mengkudu Kukus,bahan pangan
279,166.0,1.7,0.5,38.8,Daun ndusuk segar,bahan pangan
280,22.0,1.0,0.1,5.3,Daun Oyong,bahan pangan
281,22.0,1.0,0.1,5.3,Daun oyong segar,bahan pangan
282,35.0,4.0,0.3,6.4,Daun Pakis,bahan pangan
283,54.0,2.2,3.6,3.1,Daun pakis longgiho segar,bahan pangan
284,39.0,4.5,0.4,6.9,Daun pakis segar,bahan pangan
285,53.0,3.4,1.2,7.2,Daun pakis wambateu segar,bahan pangan
286,29.0,3.4,0.1,6.5,Daun paku segar,bahan pangan
287,104.0,3.9,0.6,17.9,Daun pangisegar,bahan pangan
288,49.0,2.7,1.0,8.4,Daun pare segar,bahan pangan
289,87.0,8.0,2.0,11.9,Daun pepaya segar,bahan pangan
290,128.0,12.0,6.5,12.4,Daun Pete Cina,bahan pangan
291,37.0,2.5,0.8,6.9,Daun Poh-pohan,bahan pangan
292,301.0,14.2,10.9,49.0,Daun salam  bubuk,bahan pangan
293,62.0,4.0,0.5,10.5,Daun selasih segar,bahan pangan
294,45.0,4.4,8.0,0.5,Daun Semanggi,bahan pangan
295,45.0,4.4,0.5,8.5,Daun semanggi segar,bahan pangan
296,53.0,3.2,2.5,7.6,Daun simpur segar,bahan pangan
297,68.0,2.0,1.0,15.2,Daun singkil segar,bahan pangan
298,73.0,6.8,1.2,13.0,Daun Singkong,bahan pangan
299,144.0,12.7,1.2,25.2,Daun singkong ambon segar,bahan pangan
300,50.0,6.2,1.1,7.1,Daun singkong ampenan segar,bahan pangan
301,74.0,6.3,0.7,10.7,Daun singkong kopang segar,bahan pangan
302,55.0,4.0,0.5,8.5,Daun Singkong lodeh,bahan pangan
303,31.0,3.7,0.6,4.8,Daun Singkong rebus,bahan pangan
304,50.0,6.2,1.1,7.1,Daun singkong segar,bahan pangan
305,36.0,2.6,0.9,6.1,Daun Sintrong,bahan pangan
306,27.0,1.3,0.2,5.9,Daun talas rebus,bahan pangan
307,59.0,3.0,0.4,13.5,Daun talas segar,bahan pangan
308,71.0,4.1,2.1,12.3,Daun Tales,bahan pangan
309,27.0,1.3,0.2,5.9,Daun Tales rebus,bahan pangan
310,70.0,2.9,0.3,13.9,Daun tespong segar,bahan pangan
311,47.0,2.8,0.4,10.4,Daun Ubi Jalar,bahan pangan
312,56.0,3.1,0.3,13.0,Daun Ubi Jalar kukus,bahan pangan
313,62.0,3.7,0.3,11.1,Daun ubi kuning segar,bahan pangan
314,56.0,3.1,0.3,13.0,Daun ubi merah kukus,bahan pangan
315,48.0,3.0,0.3,10.8,Daun ubi merah segar,bahan pangan
316,46.0,2.8,0.2,8.2,Daun ubi putih segar,bahan pangan
317,55.0,1.7,0.1,11.9,Daun ubi tinta segar,bahan pangan
318,260.0,2.0,15.0,53.0,Deblo ,bahan pangan
319,382.0,55.7,14.1,8.0,Dendeng belut goreng,bahan pangan
320,433.0,55.0,9.0,0.0,Dendeng Daging Sapi,lauk
321,598.0,74.3,26.9,9.2,Dendeng mujahir goreng,bahan pangan
322,77.0,13.8,1.9,0.7,Dideh darah ayam,lauk
323,104.0,21.9,1.1,0.0,Dideh darah sapi,bahan pangan
324,248.0,10.0,2.3,40.9,Djibokum masakan,bahan pangan
325,395.0,3.0,5.7,81.2,Dodol,bahan pangan
326,298.0,3.7,2.1,65.9,Dodol bali,bahan pangan
327,368.0,2.6,8.6,70.0,Dodol banjarmasin,bahan pangan
328,348.0,0.4,3.8,76.1,Dodol galamai,bahan pangan
329,331.0,1.9,7.6,63.8,Dodol kedondong,bahan pangan
330,373.0,4.3,16.5,51.9,Dodol manado,bahan pangan
331,17.5,3.3,2.3,39.5,Dodonkol ,sayur
332,317.0,15.7,27.7,0.0,Domba daging gemuk segar,lauk
333,202.0,17.1,14.8,0.0,Domba daging kurus  segar,lauk
334,100.0,16.6,3.3,1.0,Domba ginjal segar,bahan pangan
335,63.0,1.0,0.2,16.1,Duku,bahan pangan
336,134.0,2.5,3.0,28.0,Durian,bahan pangan
337,80.0,0.5,0.6,18.2,Duwet segar,bahan pangan
338,18.0,1.0,0.2,3.8,Eceng Gondok,bahan pangan
339,98.0,1.4,0.2,25.4,Embacang,bahan pangan
340,248.0,36.2,6.9,10.1,Empal (daging) Goreng masakan,lauk
341,590.0,18.5,57.0,0.0,Empal Goreng,bahan pangan
342,345.0,12.0,1.5,71.5,Emping (kerupuk melinjo),bahan pangan
343,403.0,10.6,2.2,85.3,Emping beras,bahan pokok
344,355.0,17.8,4.6,60.7,Emping komak,bahan pangan
345,122.0,3.5,4.5,17.5,Encung asam segar,bahan pangan
346,538.0,13.6,30.3,52.6,Enting-enting gepuk hello kity,bahan pangan
347,524.0,13.3,29.2,52.0,Enting-enting gepuk kacang tanah,bahan pangan
348,565.0,18.2,38.4,36.8,Enting-enting wijen,bahan pangan
349,70.0,0.6,0.0,18.9,Erbis,bahan pangan
350,210.0,4.0,12.5,20.6,Es krim,bahan pangan
351,156.7,3.0,1.7,32.7,Es Krim (Coconut milk) ,bahan pangan
352,152.0,0.0,0.0,37.6,Es Mambo ,bahan pangan
353,44.8,0.0,0.0,11.3,Es Sirup ,bahan pangan
354,270.0,12.3,15.9,19.3,Fillet o-fish,bahan pangan
355,322.0,2.4,0.6,76.6,Gadeng/Gadung kering,bahan pangan
356,137.0,6.1,3.2,21.0,Gado-gado,bahan pangan
357,88.0,0.8,0.3,20.9,Gadung kukus,bahan pangan
358,101.0,2.1,0.2,23.2,Gadung mentah,bahan pangan
359,88.0,0.6,0.3,20.9,Gadung ubi kukus,bahan pangan
360,100.0,0.9,0.3,23.5,Gadung ubi segar,bahan pangan
361,18.0,0.8,0.2,4.1,Gambas (Oyong),bahan pangan
362,13.0,0.3,0.6,1.6,Gambas lodeh,bahan pangan
363,68.0,0.7,0.1,18.0,Gandaria,bahan pangan
364,100.0,0.8,0.2,23.8,Ganyong kukus,bahan pangan
365,95.0,1.0,0.1,22.6,Ganyong mentah,bahan pangan
366,100.0,0.8,0.2,23.8,Ganyong rebus,bahan pangan
367,77.0,0.6,0.2,18.4,Ganyong segar,bahan pangan
368,338.0,1.5,0.7,81.3,Gaplek,bahan pangan
369,191.0,4.5,1.5,39.7,Gatep segar,bahan pangan
370,347.0,1.3,0.7,83.8,Gatot,bahan pangan
371,195.0,0.4,1.7,44.4,Geblek,bahan pangan
372,389.0,0.0,0.0,91.0,Gelatine,bahan pangan
373,95.0,1.5,0.1,22.4,Gembili,bahan pangan
374,131.0,1.1,0.2,31.3,Gembili ubi segar,bahan pangan
375,274.0,1.7,5.4,55.5,Gemblong,bahan pangan
376,407.0,6.4,28.2,32.0,Gendar goreng,bahan pangan
377,35.0,1.7,0.2,7.7,Genjer segar,bahan pangan
378,350.0,1.4,14.4,53.6,Geplak,bahan pangan
379,462.0,3.1,24.4,57.7,Geplak jahe,bahan pangan
380,75.0,8.2,2.0,6.0,Gete kuah asam masakan,bahan pangan
381,360.0,1.3,6.4,74.3,Getuk goreng,bahan pangan
382,171.4,4.0,4.0,32.0,Getuk Lindri ,bahan pangan
383,144.0,1.1,0.4,34.1,Getuk pisang,buah
384,204.0,0.5,1.4,47.4,Getuk singkong,bahan pangan
385,114.0,16.3,4.6,0.8,Ginjal Babi,bahan pangan
386,105.0,16.6,3.3,1.0,Ginjal Domba,bahan pangan
387,141.0,15.0,8.1,0.9,Ginjal Sapi,bahan pangan
388,53.0,1.6,1.6,8.8,Gudeg ,bahan pangan
389,160.0,3.3,9.2,16.0,Gudeg sayur,sayur
390,368.0,0.0,0.0,95.0,Gula Aren,bumbu
391,386.0,3.0,10.0,76.0,Gula Kelapa,bumbu
392,356.0,0.4,0.5,90.6,Gula Merah Tebu belum dimurnikan,lauk
393,394.0,0.0,0.0,94.0,Gula putih,bumbu
394,52.0,10.0,0.5,1.8,Gulai asam keueung masakan,bumbu
395,106.0,16.5,3.3,2.5,Gulai ikan masakan,lauk
396,148.0,10.0,9.8,5.0,Gulai ikan paya masakan,lauk
397,126.0,4.2,9.4,6.2,Gulai kambing,bumbu
398,110.0,5.9,8.2,3.2,Gulai keumamah masakan,bumbu
399,143.0,4.0,11.4,6.0,Gulai pakis,bumbu
400,176.0,7.3,14.9,3.2,Gulai pliek,bumbu
401,132.0,9.0,7.2,7.8,Gulai tiram masakan,bumbu
402,192.0,12.7,10.1,12.7,Gurame asem manis masakan,bahan pangan
403,218.0,0.5,2.5,48.5,Gurandil,bahan pangan
404,389.0,16.9,35.0,0.3,Ham,bahan pangan
405,65.0,10.0,1.0,3.5,Hangop,bahan pangan
406,134.0,19.7,4.8,1.7,Hati Babi,bahan pangan
407,136.0,19.7,3.2,6.0,Hati Sapi,bahan pangan
408,390.0,14.2,7.4,68.2,Havermout,bahan pangan
409,127.0,1.2,0.5,29.5,Hofa/Ubi hutan segar,bahan pangan
410,146.0,17.7,5.9,5.6,Ikan asar merah masakan,lauk
411,380.0,33.6,27.5,0.0,Ikan Asin bilis goreng,lauk
