id,calories,proteins,fat,carbohydrate,name,kategori
1268,418.0,19.0,9.0,65.5,Tepung Susu Asam untuk bayi,bahan pokok
1269,362.0,35.6,1.0,52.0,Tepung Susu Skim,bahan pokok
1270,332.0,5.7,0.6,76.1,Tepung Tales Beneng,bahan pokok
1271,365.0,8.9,1.3,77.3,Tepung Terigu,bahan pokok
1272,354.0,2.8,0.6,84.4,Tepung Ubi Ungu,bahan pokok
1273,155.0,22.3,2.9,9.9,Terasi,bahan pangan
1274,191.0,33.1,3.6,6.6,Terasi dobo,bahan pangan
1275,174.0,30.0,3.5,3.5,Terasi Merah,bahan pangan
1276,174.0,30.0,3.5,5.6,Terasi merah,bahan pangan
1277,365.0,23.7,22.3,17.5,Teri balado masakan,bahan pangan
1278,462.0,39.1,32.4,3.5,Teripang dendeng mentah,bahan pangan
1279,24.0,1.1,0.2,5.5,Terong,bahan pangan
1280,285.0,4.3,25.7,9.5,Terong + Oncom makanan,bahan pangan
1281,39.0,2.3,1.9,2.0,Terong Asam,bahan pangan
1282,48.0,1.5,0.3,11.3,Terong Belanda,bahan pangan
1283,45.0,1.9,0.8,7.5,Terong hintalo segar,bahan pangan
1284,23.0,1.8,0.1,4.9,Terong kukus,bahan pangan
1285,28.0,1.1,0.2,5.5,Terong segar,bahan pangan
1286,52.0,2.1,1.1,8.6,Terung belanda segar,bahan pangan
1287,52.0,1.1,0.4,11.2,Terung bengkulu segar,bahan pangan
1288,25.0,2.1,0.1,5.3,Terung panjang,bahan pangan
1289,23.0,1.8,0.1,4.9,Terung panjang kukus,bahan pangan
1290,59.0,2.9,0.3,13.9,Tespong daun,bahan pangan
1291,120.0,2.4,0.4,26.0,Tim (nasi tim),bahan pangan
1292,33.0,1.2,1.3,4.1,Tinira ninahu nggaluku,bahan pangan
1293,516.0,17.7,49.5,0.0,Tinoransak masakan,bahan pangan
1294,355.0,6.2,1.2,79.8,Tipa-tipa,bahan pangan
1295,353.0,2.4,1.1,83.4,Tiwul  ,bahan pangan
1296,395.0,3.2,8.5,76.5,Tiwul Instan,bahan pangan
1297,392.0,5.4,28.5,28.4,Toge -Tahu makanan,bahan pangan
1298,93.6,4.4,1.8,15.1,Toge Goreng ,bahan pangan
1299,23.0,2.9,0.2,4.1,Toge kacang ijo,bahan pangan
1300,35.0,5.0,0.2,5.8,Toge kacang tunggak,bahan pangan
1301,67.0,9.0,2.6,6.4,Toge kedelai,bahan pangan
1302,28.0,3.0,0.8,4.0,Toge seduh,bahan pangan
1303,20.0,1.0,0.2,3.5,Tomat air (juice) segar,bahan pangan
1304,20.0,1.0,0.3,4.2,Tomat Masak,bahan pangan
1305,24.0,1.3,0.5,4.7,Tomat merah segar,bahan pangan
1306,24.0,2.0,0.7,3.3,Tomat muda segar,bahan pangan
1307,189.0,11.3,15.7,0.6,Tumis bandeng,bahan pangan
1308,48.0,1.4,4.2,2.6,Tumis bayam bersantan,lauk
1309,186.0,1.9,0.2,44.3,Ubi Cilembu,bahan pangan
1310,160.0,3.7,1.3,55.3,Ubi Jalar Goreng ,bahan pangan
1311,100.0,0.7,0.3,23.8,Ubi jalar kuning kukus,bahan pangan
1312,119.0,0.5,0.4,25.1,Ubi jalar kuning segar,bahan pangan
1313,83.0,1.5,0.2,18.8,Ubi jalar manis segar,bahan pangan
1314,123.0,1.8,0.7,27.9,Ubi Jalar Merah,bahan pangan
1315,151.0,1.6,0.3,35.4,Ubi jalar merah segar,bahan pangan
1316,123.0,1.8,0.7,27.9,Ubi Jalar Putih,bahan pangan
1317,114.0,1.4,9.6,25.6,Ubi Jalar Rebus,bahan pangan
1318,184.0,1.4,0.3,22.5,Ubi Jalar Sayur,sayur
1319,108.0,0.5,0.4,25.6,Ubi jalar tinta/ kemayung,bahan pangan
1320,165.0,0.9,0.2,39.8,Ubi jalar tinta/ kemayung kukus,bahan pangan
1321,82.0,5.8,1.3,11.7,Uceng/ bunga melinjo segar,bahan pangan
1322,56.0,11.4,0.6,1.2,Udang besar segar,bahan pangan
1323,81.0,16.5,0.3,3.0,Udang galah segar,bahan pangan
1324,295.0,62.4,2.3,1.8,Udang kering,bahan pangan
1325,278.0,62.6,4.1,2.2,Udang kering mentah,bahan pangan
1326,273.0,47.8,3.8,12.5,Udang papay mentah,bahan pangan
1327,91.0,21.0,0.2,0.1,Udang segar,bahan pangan
1328,380.0,11.9,30.3,14.9,Ulat sagu panggang,bahan pangan
1329,241.0,5.8,21.6,5.8,Ulat sagu segar,bahan pangan
1330,120.0,2.8,0.5,82.3,Umbi Uwi segar,bahan pangan
1331,34.0,2.4,0.3,5.5,Umbut rotan,bahan pangan
1332,130.0,14.0,7.2,1.5,Usus Sapi,bahan pangan
1333,101.0,2.0,0.2,19.8,Uwi,bahan pangan
1334,363.0,8.7,0.4,78.7,Vermicelli,bahan pangan
1335,303.0,6.3,2.7,63.3,Wajit camilan,bahan pangan
1336,45.0,0.8,0.9,8.1,Waluh balamak,bahan pangan
1337,424.0,1.3,10.7,80.7,Widaran,bahan pangan
1338,568.0,19.3,51.1,18.1,Wijen,bahan pangan
1339,355.0,3.2,15.1,51.4,Wingko babat,bahan pangan
1340,143.0,3.1,7.8,15.0,Woku ubi,bahan pangan
1341,452.0,14.5,42.3,2.3,Worst (sosis daging),lauk
1342,42.0,1.2,0.6,9.3,Wortel Segar,sayur
1343,37.0,1.0,0.6,8.3,Wortel kukus,sayur
1344,28.0,0.7,0.5,6.3,Wortel rebus,sayur
1345,254.0,3.0,1.1,58.1,Yangko,bahan pangan
1346,52.0,3.3,2.5,4.0,Yoghurt,bahan pangan
